SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,GCCSA_CODE_2016,GCCSA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
511031280,51280,Kalgoorlie - North,51103,Goldfields,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,31.0652
511031281,51281,Kalgoorlie Airport,51103,Goldfields,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,7.4496
511031282,51282,Kambalda - Coolgardie - Norseman,51103,Goldfields,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,218578.0699
511031283,51283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,495832.2966
511031284,51284,Trafalgar (WA),51103,Goldfields,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,27.6123
511041285,51285,Geraldton,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,21.8753
511041286,51286,Geraldton - East,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,80.9732
511041287,51287,Geraldton - North,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,143.0266
511041288,51288,Geraldton - South,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,26.2854
511041289,51289,Irwin,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,2369.3298
511041290,51290,Meekatharra,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,414527.0471
511041291,51291,Morawa,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,23464.3302
511041292,51292,Northampton - Mullewa - Greenough,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,26161.8873
597979799,59799,Migratory - Offshore - Shipping (WA),59797,Migratory - Offshore - Shipping (WA),597,Migratory - Offshore - Shipping (WA),59799,Migratory - Offshore - Shipping (WA),5,Western Australia,0
599999499,59499,No usual address (WA),59999,No usual address (WA),599,No usual address (WA),59499,No usual address (WA),5,Western Australia,0
901011001,91001,Christmas Island,90101,Christmas Island,901,Other Territories,9OTER,Other Territories,9,Other Territories,136.1356
901021002,91002,Cocos (Keeling) Islands,90102,Cocos (Keeling) Islands,901,Other Territories,9OTER,Other Territories,9,Other Territories,13.7163
901031003,91003,Jervis Bay,90103,Jervis Bay,901,Other Territories,9OTER,Other Territories,9,Other Territories,67.8134
901041004,91004,Norfolk Island,90104,Norfolk Island,901,Other Territories,9OTER,Other Territories,9,Other Territories,38.6509
997979799,99799,Migratory - Offshore - Shipping (OT),99797,Migratory - Offshore - Shipping (OT),997,Migratory - Offshore - Shipping (OT),99799,Migratory - Offshore - Shipping (OT),9,Other Territories,0
999999499,99499,No usual address (OT),99999,No usual address (OT),999,No usual address (OT),99499,No usual address (OT),9,Other Territories,0
